processed_text,subject,body,urgency
Suggestion: Enhance FAQ Section. Review the updated work-from-home guidelines attached herewith.,Suggestion: Enhance FAQ Section,Review the updated work-from-home guidelines attached herewith.,not_urgent
Routine Check: System Logs. Routine log checks are required as part of the maintenance schedule.,Routine Check: System Logs,Routine log checks are required as part of the maintenance schedule.,not_urgent
Request for Profile Update. The office directory update is pending; kindly confirm the changes.,Request for Profile Update,The office directory update is pending; kindly confirm the changes.,not_urgent
Emergency: Hardware Malfunction. Unauthorized access detected; escalate to the security team immediately.,Emergency: Hardware Malfunction,Unauthorized access detected; escalate to the security team immediately.,urgent
Production Server Failure: Resolve ASAP. Sensitive data has been exposed; we need to secure the system urgently.,Production Server Failure: Resolve ASAP,Sensitive data has been exposed; we need to secure the system urgently.,urgent
Confirmation of Office Directory Update. Review the updated work-from-home guidelines attached herewith.,Confirmation of Office Directory Update,Review the updated work-from-home guidelines attached herewith.,not_urgent
Production Server Failure: Resolve ASAP. Production servers are overheating; shutdown required to prevent damage.,Production Server Failure: Resolve ASAP,Production servers are overheating; shutdown required to prevent damage.,urgent
Request for Profile Update. Please provide feedback on the recent satisfaction survey results.,Request for Profile Update,Please provide feedback on the recent satisfaction survey results.,not_urgent
Feedback Needed on Website Design. Can you confirm the leave balance for the current year?,Feedback Needed on Website Design,Can you confirm the leave balance for the current year?,not_urgent
Follow-Up: Employee Satisfaction Survey. Please provide feedback on the recent satisfaction survey results.,Follow-Up: Employee Satisfaction Survey,Please provide feedback on the recent satisfaction survey results.,not_urgent
Request for Profile Update. We would like your input on the new website design.,Request for Profile Update,We would like your input on the new website design.,not_urgent
Security Incident: Firewall Breach. Production servers are overheating; shutdown required to prevent damage.,Security Incident: Firewall Breach,Production servers are overheating; shutdown required to prevent damage.,urgent
Suggestion: Enhance FAQ Section. This is a reminder about the scheduled maintenance this weekend.,Suggestion: Enhance FAQ Section,This is a reminder about the scheduled maintenance this weekend.,not_urgent
Follow-Up: Employee Satisfaction Survey. The issue is not urgent and can wait for regular working hours.,Follow-Up: Employee Satisfaction Survey,The issue is not urgent and can wait for regular working hours.,not_urgent
Monthly Performance Review Meeting. Please update the user profile picture at your earliest convenience.,Monthly Performance Review Meeting,Please update the user profile picture at your earliest convenience.,not_urgent
Data Breach Confirmed! Urgent Investigation Needed. All transactions are failing due to a payment gateway issue.,Data Breach Confirmed! Urgent Investigation Needed,All transactions are failing due to a payment gateway issue.,urgent
"Production Server Failure: Resolve ASAP. The main network is down, affecting all departments.",Production Server Failure: Resolve ASAP,"The main network is down, affecting all departments.",urgent
Data Breach Confirmed! Urgent Investigation Needed. The scheduled meeting with stakeholders has been delayed; inform all parties.,Data Breach Confirmed! Urgent Investigation Needed,The scheduled meeting with stakeholders has been delayed; inform all parties.,urgent
Follow-Up: Employee Satisfaction Survey. Can you confirm the leave balance for the current year?,Follow-Up: Employee Satisfaction Survey,Can you confirm the leave balance for the current year?,not_urgent
Follow-Up: Employee Satisfaction Survey. Performance reviews for all employees will be conducted next week.,Follow-Up: Employee Satisfaction Survey,Performance reviews for all employees will be conducted next week.,not_urgent
Confirmation of Office Directory Update. Please update the user profile picture at your earliest convenience.,Confirmation of Office Directory Update,Please update the user profile picture at your earliest convenience.,not_urgent
Request for Profile Update. Can you confirm the leave balance for the current year?,Request for Profile Update,Can you confirm the leave balance for the current year?,not_urgent
Confirmation of Office Directory Update. The office directory update is pending; kindly confirm the changes.,Confirmation of Office Directory Update,The office directory update is pending; kindly confirm the changes.,not_urgent
Security Incident: Firewall Breach. All transactions are failing due to a payment gateway issue.,Security Incident: Firewall Breach,All transactions are failing due to a payment gateway issue.,urgent
Request for Profile Update. The issue is not urgent and can wait for regular working hours.,Request for Profile Update,The issue is not urgent and can wait for regular working hours.,not_urgent
Policy Update: Work from Home Guidelines. This is not critical and can be resolved later.,Policy Update: Work from Home Guidelines,This is not critical and can be resolved later.,not_urgent
Suggestion: Enhance FAQ Section. Performance reviews for all employees will be conducted next week.,Suggestion: Enhance FAQ Section,Performance reviews for all employees will be conducted next week.,not_urgent
System Outage: Immediate Action Required. A critical bug has been detected that is halting operations.,System Outage: Immediate Action Required,A critical bug has been detected that is halting operations.,urgent
Security Incident: Firewall Breach. Please address this issue before the end of the day to avoid escalation.,Security Incident: Firewall Breach,Please address this issue before the end of the day to avoid escalation.,urgent
Query Regarding Leave Balances. Performance reviews for all employees will be conducted next week.,Query Regarding Leave Balances,Performance reviews for all employees will be conducted next week.,not_urgent
Urgent: Stakeholder Meeting Postponed. The entire system is unresponsive and needs immediate resolution.,Urgent: Stakeholder Meeting Postponed,The entire system is unresponsive and needs immediate resolution.,urgent
Monthly Performance Review Meeting. This is not critical and can be resolved later.,Monthly Performance Review Meeting,This is not critical and can be resolved later.,not_urgent
Policy Update: Work from Home Guidelines. Performance reviews for all employees will be conducted next week.,Policy Update: Work from Home Guidelines,Performance reviews for all employees will be conducted next week.,not_urgent
Follow-Up: Employee Satisfaction Survey. This is a reminder about the scheduled maintenance this weekend.,Follow-Up: Employee Satisfaction Survey,This is a reminder about the scheduled maintenance this weekend.,not_urgent
Critical Alert: Unauthorized Access Detected. Sensitive data has been exposed; we need to secure the system urgently.,Critical Alert: Unauthorized Access Detected,Sensitive data has been exposed; we need to secure the system urgently.,urgent
Request for Profile Update. Can you confirm the leave balance for the current year?,Request for Profile Update,Can you confirm the leave balance for the current year?,not_urgent
Emergency: Hardware Malfunction. The scheduled meeting with stakeholders has been delayed; inform all parties.,Emergency: Hardware Malfunction,The scheduled meeting with stakeholders has been delayed; inform all parties.,urgent
High-Priority: Payment Gateway Down. Firewall settings need to be reviewed to address the security breach.,High-Priority: Payment Gateway Down,Firewall settings need to be reviewed to address the security breach.,urgent
"Production Server Failure: Resolve ASAP. The main network is down, affecting all departments.",Production Server Failure: Resolve ASAP,"The main network is down, affecting all departments.",urgent
System Outage: Immediate Action Required. Production servers are overheating; shutdown required to prevent damage.,System Outage: Immediate Action Required,Production servers are overheating; shutdown required to prevent damage.,urgent
Query Regarding Leave Balances. Performance reviews for all employees will be conducted next week.,Query Regarding Leave Balances,Performance reviews for all employees will be conducted next week.,not_urgent
Production Server Failure: Resolve ASAP. All transactions are failing due to a payment gateway issue.,Production Server Failure: Resolve ASAP,All transactions are failing due to a payment gateway issue.,urgent
Critical Alert: Unauthorized Access Detected. Unauthorized access detected; escalate to the security team immediately.,Critical Alert: Unauthorized Access Detected,Unauthorized access detected; escalate to the security team immediately.,urgent
Data Breach Confirmed! Urgent Investigation Needed. The entire system is unresponsive and needs immediate resolution.,Data Breach Confirmed! Urgent Investigation Needed,The entire system is unresponsive and needs immediate resolution.,urgent
Critical Bug in Production Environment. Firewall settings need to be reviewed to address the security breach.,Critical Bug in Production Environment,Firewall settings need to be reviewed to address the security breach.,urgent
Confirmation of Office Directory Update. Can you confirm the leave balance for the current year?,Confirmation of Office Directory Update,Can you confirm the leave balance for the current year?,not_urgent
Follow-Up: Employee Satisfaction Survey. Please provide feedback on the recent satisfaction survey results.,Follow-Up: Employee Satisfaction Survey,Please provide feedback on the recent satisfaction survey results.,not_urgent
Production Server Failure: Resolve ASAP. The scheduled meeting with stakeholders has been delayed; inform all parties.,Production Server Failure: Resolve ASAP,The scheduled meeting with stakeholders has been delayed; inform all parties.,urgent
Reminder: Upcoming Maintenance. Please update the user profile picture at your earliest convenience.,Reminder: Upcoming Maintenance,Please update the user profile picture at your earliest convenience.,not_urgent
Security Incident: Firewall Breach. All transactions are failing due to a payment gateway issue.,Security Incident: Firewall Breach,All transactions are failing due to a payment gateway issue.,urgent
Security Incident: Firewall Breach. All transactions are failing due to a payment gateway issue.,Security Incident: Firewall Breach,All transactions are failing due to a payment gateway issue.,urgent
Policy Update: Work from Home Guidelines. Routine log checks are required as part of the maintenance schedule.,Policy Update: Work from Home Guidelines,Routine log checks are required as part of the maintenance schedule.,not_urgent
Emergency: Hardware Malfunction. Sensitive data has been exposed; we need to secure the system urgently.,Emergency: Hardware Malfunction,Sensitive data has been exposed; we need to secure the system urgently.,urgent
Critical Alert: Unauthorized Access Detected. The scheduled meeting with stakeholders has been delayed; inform all parties.,Critical Alert: Unauthorized Access Detected,The scheduled meeting with stakeholders has been delayed; inform all parties.,urgent
Critical Alert: Unauthorized Access Detected. All transactions are failing due to a payment gateway issue.,Critical Alert: Unauthorized Access Detected,All transactions are failing due to a payment gateway issue.,urgent
Network Crash Impacting All Users. The entire system is unresponsive and needs immediate resolution.,Network Crash Impacting All Users,The entire system is unresponsive and needs immediate resolution.,urgent
Request for Profile Update. This is a reminder about the scheduled maintenance this weekend.,Request for Profile Update,This is a reminder about the scheduled maintenance this weekend.,not_urgent
Policy Update: Work from Home Guidelines. Can you confirm the leave balance for the current year?,Policy Update: Work from Home Guidelines,Can you confirm the leave balance for the current year?,not_urgent
Confirmation of Office Directory Update. The issue is not urgent and can wait for regular working hours.,Confirmation of Office Directory Update,The issue is not urgent and can wait for regular working hours.,not_urgent
Network Crash Impacting All Users. The scheduled meeting with stakeholders has been delayed; inform all parties.,Network Crash Impacting All Users,The scheduled meeting with stakeholders has been delayed; inform all parties.,urgent
System Outage: Immediate Action Required. The scheduled meeting with stakeholders has been delayed; inform all parties.,System Outage: Immediate Action Required,The scheduled meeting with stakeholders has been delayed; inform all parties.,urgent
Emergency: Hardware Malfunction. Sensitive data has been exposed; we need to secure the system urgently.,Emergency: Hardware Malfunction,Sensitive data has been exposed; we need to secure the system urgently.,urgent
Emergency: Hardware Malfunction. Production servers are overheating; shutdown required to prevent damage.,Emergency: Hardware Malfunction,Production servers are overheating; shutdown required to prevent damage.,urgent
Confirmation of Office Directory Update. The issue is not urgent and can wait for regular working hours.,Confirmation of Office Directory Update,The issue is not urgent and can wait for regular working hours.,not_urgent
High-Priority: Payment Gateway Down. The scheduled meeting with stakeholders has been delayed; inform all parties.,High-Priority: Payment Gateway Down,The scheduled meeting with stakeholders has been delayed; inform all parties.,urgent
Follow-Up: Employee Satisfaction Survey. Please update the user profile picture at your earliest convenience.,Follow-Up: Employee Satisfaction Survey,Please update the user profile picture at your earliest convenience.,not_urgent
Reminder: Upcoming Maintenance. Consider adding more details to the FAQ section for better clarity.,Reminder: Upcoming Maintenance,Consider adding more details to the FAQ section for better clarity.,not_urgent
Request for Profile Update. Review the updated work-from-home guidelines attached herewith.,Request for Profile Update,Review the updated work-from-home guidelines attached herewith.,not_urgent
Query Regarding Leave Balances. Consider adding more details to the FAQ section for better clarity.,Query Regarding Leave Balances,Consider adding more details to the FAQ section for better clarity.,not_urgent
Request for Profile Update. This is not critical and can be resolved later.,Request for Profile Update,This is not critical and can be resolved later.,not_urgent
Monthly Performance Review Meeting. We would like your input on the new website design.,Monthly Performance Review Meeting,We would like your input on the new website design.,not_urgent
Routine Check: System Logs. Review the updated work-from-home guidelines attached herewith.,Routine Check: System Logs,Review the updated work-from-home guidelines attached herewith.,not_urgent
Suggestion: Enhance FAQ Section. The issue is not urgent and can wait for regular working hours.,Suggestion: Enhance FAQ Section,The issue is not urgent and can wait for regular working hours.,not_urgent
Request for Profile Update. Can you confirm the leave balance for the current year?,Request for Profile Update,Can you confirm the leave balance for the current year?,not_urgent
Security Incident: Firewall Breach. All transactions are failing due to a payment gateway issue.,Security Incident: Firewall Breach,All transactions are failing due to a payment gateway issue.,urgent
Critical Alert: Unauthorized Access Detected. Sensitive data has been exposed; we need to secure the system urgently.,Critical Alert: Unauthorized Access Detected,Sensitive data has been exposed; we need to secure the system urgently.,urgent
Policy Update: Work from Home Guidelines. Review the updated work-from-home guidelines attached herewith.,Policy Update: Work from Home Guidelines,Review the updated work-from-home guidelines attached herewith.,not_urgent
System Outage: Immediate Action Required. All transactions are failing due to a payment gateway issue.,System Outage: Immediate Action Required,All transactions are failing due to a payment gateway issue.,urgent
Critical Bug in Production Environment. Firewall settings need to be reviewed to address the security breach.,Critical Bug in Production Environment,Firewall settings need to be reviewed to address the security breach.,urgent
Emergency: Hardware Malfunction. A critical bug has been detected that is halting operations.,Emergency: Hardware Malfunction,A critical bug has been detected that is halting operations.,urgent
Request for Profile Update. Please provide feedback on the recent satisfaction survey results.,Request for Profile Update,Please provide feedback on the recent satisfaction survey results.,not_urgent
Query Regarding Leave Balances. The office directory update is pending; kindly confirm the changes.,Query Regarding Leave Balances,The office directory update is pending; kindly confirm the changes.,not_urgent
Reminder: Upcoming Maintenance. This is not critical and can be resolved later.,Reminder: Upcoming Maintenance,This is not critical and can be resolved later.,not_urgent
Data Breach Confirmed! Urgent Investigation Needed. Firewall settings need to be reviewed to address the security breach.,Data Breach Confirmed! Urgent Investigation Needed,Firewall settings need to be reviewed to address the security breach.,urgent
Feedback Needed on Website Design. Consider adding more details to the FAQ section for better clarity.,Feedback Needed on Website Design,Consider adding more details to the FAQ section for better clarity.,not_urgent
Monthly Performance Review Meeting. This is not critical and can be resolved later.,Monthly Performance Review Meeting,This is not critical and can be resolved later.,not_urgent
High-Priority: Payment Gateway Down. The entire system is unresponsive and needs immediate resolution.,High-Priority: Payment Gateway Down,The entire system is unresponsive and needs immediate resolution.,urgent
Monthly Performance Review Meeting. Consider adding more details to the FAQ section for better clarity.,Monthly Performance Review Meeting,Consider adding more details to the FAQ section for better clarity.,not_urgent
Security Incident: Firewall Breach. The entire system is unresponsive and needs immediate resolution.,Security Incident: Firewall Breach,The entire system is unresponsive and needs immediate resolution.,urgent
Reminder: Upcoming Maintenance. Review the updated work-from-home guidelines attached herewith.,Reminder: Upcoming Maintenance,Review the updated work-from-home guidelines attached herewith.,not_urgent
System Outage: Immediate Action Required. Sensitive data has been exposed; we need to secure the system urgently.,System Outage: Immediate Action Required,Sensitive data has been exposed; we need to secure the system urgently.,urgent
Emergency: Hardware Malfunction. All transactions are failing due to a payment gateway issue.,Emergency: Hardware Malfunction,All transactions are failing due to a payment gateway issue.,urgent
Suggestion: Enhance FAQ Section. Please provide feedback on the recent satisfaction survey results.,Suggestion: Enhance FAQ Section,Please provide feedback on the recent satisfaction survey results.,not_urgent
Suggestion: Enhance FAQ Section. Consider adding more details to the FAQ section for better clarity.,Suggestion: Enhance FAQ Section,Consider adding more details to the FAQ section for better clarity.,not_urgent
Production Server Failure: Resolve ASAP. The scheduled meeting with stakeholders has been delayed; inform all parties.,Production Server Failure: Resolve ASAP,The scheduled meeting with stakeholders has been delayed; inform all parties.,urgent
Request for Profile Update. Please update the user profile picture at your earliest convenience.,Request for Profile Update,Please update the user profile picture at your earliest convenience.,not_urgent
Data Breach Confirmed! Urgent Investigation Needed. Firewall settings need to be reviewed to address the security breach.,Data Breach Confirmed! Urgent Investigation Needed,Firewall settings need to be reviewed to address the security breach.,urgent
Monthly Performance Review Meeting. Consider adding more details to the FAQ section for better clarity.,Monthly Performance Review Meeting,Consider adding more details to the FAQ section for better clarity.,not_urgent
Routine Check: System Logs. This is not critical and can be resolved later.,Routine Check: System Logs,This is not critical and can be resolved later.,not_urgent
Confirmation of Office Directory Update. This is not critical and can be resolved later.,Confirmation of Office Directory Update,This is not critical and can be resolved later.,not_urgent
Critical Alert: Unauthorized Access Detected. All transactions are failing due to a payment gateway issue.,Critical Alert: Unauthorized Access Detected,All transactions are failing due to a payment gateway issue.,urgent
System Outage: Immediate Action Required. Please address this issue before the end of the day to avoid escalation.,System Outage: Immediate Action Required,Please address this issue before the end of the day to avoid escalation.,urgent
Policy Update: Work from Home Guidelines. We would like your input on the new website design.,Policy Update: Work from Home Guidelines,We would like your input on the new website design.,not_urgent
Feedback Needed on Website Design. Please update the user profile picture at your earliest convenience.,Feedback Needed on Website Design,Please update the user profile picture at your earliest convenience.,not_urgent
Monthly Performance Review Meeting. Routine log checks are required as part of the maintenance schedule.,Monthly Performance Review Meeting,Routine log checks are required as part of the maintenance schedule.,not_urgent
Feedback Needed on Website Design. Consider adding more details to the FAQ section for better clarity.,Feedback Needed on Website Design,Consider adding more details to the FAQ section for better clarity.,not_urgent
Critical Alert: Unauthorized Access Detected. Sensitive data has been exposed; we need to secure the system urgently.,Critical Alert: Unauthorized Access Detected,Sensitive data has been exposed; we need to secure the system urgently.,urgent
System Outage: Immediate Action Required. A critical bug has been detected that is halting operations.,System Outage: Immediate Action Required,A critical bug has been detected that is halting operations.,urgent
Routine Check: System Logs. This is a reminder about the scheduled maintenance this weekend.,Routine Check: System Logs,This is a reminder about the scheduled maintenance this weekend.,not_urgent
Follow-Up: Employee Satisfaction Survey. Routine log checks are required as part of the maintenance schedule.,Follow-Up: Employee Satisfaction Survey,Routine log checks are required as part of the maintenance schedule.,not_urgent
Query Regarding Leave Balances. The issue is not urgent and can wait for regular working hours.,Query Regarding Leave Balances,The issue is not urgent and can wait for regular working hours.,not_urgent
Monthly Performance Review Meeting. Consider adding more details to the FAQ section for better clarity.,Monthly Performance Review Meeting,Consider adding more details to the FAQ section for better clarity.,not_urgent
Urgent: Stakeholder Meeting Postponed. The scheduled meeting with stakeholders has been delayed; inform all parties.,Urgent: Stakeholder Meeting Postponed,The scheduled meeting with stakeholders has been delayed; inform all parties.,urgent
Routine Check: System Logs. We would like your input on the new website design.,Routine Check: System Logs,We would like your input on the new website design.,not_urgent
System Outage: Immediate Action Required. The scheduled meeting with stakeholders has been delayed; inform all parties.,System Outage: Immediate Action Required,The scheduled meeting with stakeholders has been delayed; inform all parties.,urgent
Urgent: Stakeholder Meeting Postponed. A critical bug has been detected that is halting operations.,Urgent: Stakeholder Meeting Postponed,A critical bug has been detected that is halting operations.,urgent
System Outage: Immediate Action Required. All transactions are failing due to a payment gateway issue.,System Outage: Immediate Action Required,All transactions are failing due to a payment gateway issue.,urgent
Critical Alert: Unauthorized Access Detected. Production servers are overheating; shutdown required to prevent damage.,Critical Alert: Unauthorized Access Detected,Production servers are overheating; shutdown required to prevent damage.,urgent
Feedback Needed on Website Design. The office directory update is pending; kindly confirm the changes.,Feedback Needed on Website Design,The office directory update is pending; kindly confirm the changes.,not_urgent
Confirmation of Office Directory Update. We would like your input on the new website design.,Confirmation of Office Directory Update,We would like your input on the new website design.,not_urgent
Suggestion: Enhance FAQ Section. Performance reviews for all employees will be conducted next week.,Suggestion: Enhance FAQ Section,Performance reviews for all employees will be conducted next week.,not_urgent
Network Crash Impacting All Users. Unauthorized access detected; escalate to the security team immediately.,Network Crash Impacting All Users,Unauthorized access detected; escalate to the security team immediately.,urgent
Monthly Performance Review Meeting. This is a reminder about the scheduled maintenance this weekend.,Monthly Performance Review Meeting,This is a reminder about the scheduled maintenance this weekend.,not_urgent
Emergency: Hardware Malfunction. Production servers are overheating; shutdown required to prevent damage.,Emergency: Hardware Malfunction,Production servers are overheating; shutdown required to prevent damage.,urgent
Network Crash Impacting All Users. Please address this issue before the end of the day to avoid escalation.,Network Crash Impacting All Users,Please address this issue before the end of the day to avoid escalation.,urgent
Confirmation of Office Directory Update. The office directory update is pending; kindly confirm the changes.,Confirmation of Office Directory Update,The office directory update is pending; kindly confirm the changes.,not_urgent
Reminder: Upcoming Maintenance. The issue is not urgent and can wait for regular working hours.,Reminder: Upcoming Maintenance,The issue is not urgent and can wait for regular working hours.,not_urgent
Critical Bug in Production Environment. The entire system is unresponsive and needs immediate resolution.,Critical Bug in Production Environment,The entire system is unresponsive and needs immediate resolution.,urgent
Query Regarding Leave Balances. The office directory update is pending; kindly confirm the changes.,Query Regarding Leave Balances,The office directory update is pending; kindly confirm the changes.,not_urgent
Follow-Up: Employee Satisfaction Survey. Performance reviews for all employees will be conducted next week.,Follow-Up: Employee Satisfaction Survey,Performance reviews for all employees will be conducted next week.,not_urgent
Security Incident: Firewall Breach. Unauthorized access detected; escalate to the security team immediately.,Security Incident: Firewall Breach,Unauthorized access detected; escalate to the security team immediately.,urgent
Reminder: Upcoming Maintenance. Consider adding more details to the FAQ section for better clarity.,Reminder: Upcoming Maintenance,Consider adding more details to the FAQ section for better clarity.,not_urgent
Request for Profile Update. Please update the user profile picture at your earliest convenience.,Request for Profile Update,Please update the user profile picture at your earliest convenience.,not_urgent
Monthly Performance Review Meeting. The office directory update is pending; kindly confirm the changes.,Monthly Performance Review Meeting,The office directory update is pending; kindly confirm the changes.,not_urgent
Production Server Failure: Resolve ASAP. Sensitive data has been exposed; we need to secure the system urgently.,Production Server Failure: Resolve ASAP,Sensitive data has been exposed; we need to secure the system urgently.,urgent
"Data Breach Confirmed! Urgent Investigation Needed. The main network is down, affecting all departments.",Data Breach Confirmed! Urgent Investigation Needed,"The main network is down, affecting all departments.",urgent
Policy Update: Work from Home Guidelines. Review the updated work-from-home guidelines attached herewith.,Policy Update: Work from Home Guidelines,Review the updated work-from-home guidelines attached herewith.,not_urgent
System Outage: Immediate Action Required. Unauthorized access detected; escalate to the security team immediately.,System Outage: Immediate Action Required,Unauthorized access detected; escalate to the security team immediately.,urgent
System Outage: Immediate Action Required. Please address this issue before the end of the day to avoid escalation.,System Outage: Immediate Action Required,Please address this issue before the end of the day to avoid escalation.,urgent
Feedback Needed on Website Design. This is not critical and can be resolved later.,Feedback Needed on Website Design,This is not critical and can be resolved later.,not_urgent
High-Priority: Payment Gateway Down. Unauthorized access detected; escalate to the security team immediately.,High-Priority: Payment Gateway Down,Unauthorized access detected; escalate to the security team immediately.,urgent
Security Incident: Firewall Breach. Unauthorized access detected; escalate to the security team immediately.,Security Incident: Firewall Breach,Unauthorized access detected; escalate to the security team immediately.,urgent
"Network Crash Impacting All Users. The main network is down, affecting all departments.",Network Crash Impacting All Users,"The main network is down, affecting all departments.",urgent
Network Crash Impacting All Users. Sensitive data has been exposed; we need to secure the system urgently.,Network Crash Impacting All Users,Sensitive data has been exposed; we need to secure the system urgently.,urgent
Feedback Needed on Website Design. Can you confirm the leave balance for the current year?,Feedback Needed on Website Design,Can you confirm the leave balance for the current year?,not_urgent
Policy Update: Work from Home Guidelines. Consider adding more details to the FAQ section for better clarity.,Policy Update: Work from Home Guidelines,Consider adding more details to the FAQ section for better clarity.,not_urgent
Policy Update: Work from Home Guidelines. Please update the user profile picture at your earliest convenience.,Policy Update: Work from Home Guidelines,Please update the user profile picture at your earliest convenience.,not_urgent
Request for Profile Update. Routine log checks are required as part of the maintenance schedule.,Request for Profile Update,Routine log checks are required as part of the maintenance schedule.,not_urgent
Query Regarding Leave Balances. Please update the user profile picture at your earliest convenience.,Query Regarding Leave Balances,Please update the user profile picture at your earliest convenience.,not_urgent
"Data Breach Confirmed! Urgent Investigation Needed. The main network is down, affecting all departments.",Data Breach Confirmed! Urgent Investigation Needed,"The main network is down, affecting all departments.",urgent
Follow-Up: Employee Satisfaction Survey. Please provide feedback on the recent satisfaction survey results.,Follow-Up: Employee Satisfaction Survey,Please provide feedback on the recent satisfaction survey results.,not_urgent
Critical Alert: Unauthorized Access Detected. A critical bug has been detected that is halting operations.,Critical Alert: Unauthorized Access Detected,A critical bug has been detected that is halting operations.,urgent
"Network Crash Impacting All Users. The main network is down, affecting all departments.",Network Crash Impacting All Users,"The main network is down, affecting all departments.",urgent
High-Priority: Payment Gateway Down. Please address this issue before the end of the day to avoid escalation.,High-Priority: Payment Gateway Down,Please address this issue before the end of the day to avoid escalation.,urgent
System Outage: Immediate Action Required. Production servers are overheating; shutdown required to prevent damage.,System Outage: Immediate Action Required,Production servers are overheating; shutdown required to prevent damage.,urgent
Suggestion: Enhance FAQ Section. Review the updated work-from-home guidelines attached herewith.,Suggestion: Enhance FAQ Section,Review the updated work-from-home guidelines attached herewith.,not_urgent
System Outage: Immediate Action Required. Please address this issue before the end of the day to avoid escalation.,System Outage: Immediate Action Required,Please address this issue before the end of the day to avoid escalation.,urgent
Request for Profile Update. The issue is not urgent and can wait for regular working hours.,Request for Profile Update,The issue is not urgent and can wait for regular working hours.,not_urgent
Network Crash Impacting All Users. Firewall settings need to be reviewed to address the security breach.,Network Crash Impacting All Users,Firewall settings need to be reviewed to address the security breach.,urgent
Follow-Up: Employee Satisfaction Survey. The office directory update is pending; kindly confirm the changes.,Follow-Up: Employee Satisfaction Survey,The office directory update is pending; kindly confirm the changes.,not_urgent
High-Priority: Payment Gateway Down. Production servers are overheating; shutdown required to prevent damage.,High-Priority: Payment Gateway Down,Production servers are overheating; shutdown required to prevent damage.,urgent
Data Breach Confirmed! Urgent Investigation Needed. Sensitive data has been exposed; we need to secure the system urgently.,Data Breach Confirmed! Urgent Investigation Needed,Sensitive data has been exposed; we need to secure the system urgently.,urgent
Follow-Up: Employee Satisfaction Survey. Review the updated work-from-home guidelines attached herewith.,Follow-Up: Employee Satisfaction Survey,Review the updated work-from-home guidelines attached herewith.,not_urgent
System Outage: Immediate Action Required. The entire system is unresponsive and needs immediate resolution.,System Outage: Immediate Action Required,The entire system is unresponsive and needs immediate resolution.,urgent
Monthly Performance Review Meeting. The office directory update is pending; kindly confirm the changes.,Monthly Performance Review Meeting,The office directory update is pending; kindly confirm the changes.,not_urgent
Critical Bug in Production Environment. Production servers are overheating; shutdown required to prevent damage.,Critical Bug in Production Environment,Production servers are overheating; shutdown required to prevent damage.,urgent
Request for Profile Update. The office directory update is pending; kindly confirm the changes.,Request for Profile Update,The office directory update is pending; kindly confirm the changes.,not_urgent
Policy Update: Work from Home Guidelines. The office directory update is pending; kindly confirm the changes.,Policy Update: Work from Home Guidelines,The office directory update is pending; kindly confirm the changes.,not_urgent
Follow-Up: Employee Satisfaction Survey. The office directory update is pending; kindly confirm the changes.,Follow-Up: Employee Satisfaction Survey,The office directory update is pending; kindly confirm the changes.,not_urgent
"Emergency: Hardware Malfunction. The main network is down, affecting all departments.",Emergency: Hardware Malfunction,"The main network is down, affecting all departments.",urgent
Emergency: Hardware Malfunction. Firewall settings need to be reviewed to address the security breach.,Emergency: Hardware Malfunction,Firewall settings need to be reviewed to address the security breach.,urgent
Emergency: Hardware Malfunction. Firewall settings need to be reviewed to address the security breach.,Emergency: Hardware Malfunction,Firewall settings need to be reviewed to address the security breach.,urgent
Critical Alert: Unauthorized Access Detected. Please address this issue before the end of the day to avoid escalation.,Critical Alert: Unauthorized Access Detected,Please address this issue before the end of the day to avoid escalation.,urgent
Suggestion: Enhance FAQ Section. Review the updated work-from-home guidelines attached herewith.,Suggestion: Enhance FAQ Section,Review the updated work-from-home guidelines attached herewith.,not_urgent
Feedback Needed on Website Design. This is a reminder about the scheduled maintenance this weekend.,Feedback Needed on Website Design,This is a reminder about the scheduled maintenance this weekend.,not_urgent
Monthly Performance Review Meeting. The office directory update is pending; kindly confirm the changes.,Monthly Performance Review Meeting,The office directory update is pending; kindly confirm the changes.,not_urgent
Monthly Performance Review Meeting. Can you confirm the leave balance for the current year?,Monthly Performance Review Meeting,Can you confirm the leave balance for the current year?,not_urgent
Follow-Up: Employee Satisfaction Survey. The issue is not urgent and can wait for regular working hours.,Follow-Up: Employee Satisfaction Survey,The issue is not urgent and can wait for regular working hours.,not_urgent
Emergency: Hardware Malfunction. Please address this issue before the end of the day to avoid escalation.,Emergency: Hardware Malfunction,Please address this issue before the end of the day to avoid escalation.,urgent
Policy Update: Work from Home Guidelines. Can you confirm the leave balance for the current year?,Policy Update: Work from Home Guidelines,Can you confirm the leave balance for the current year?,not_urgent
Emergency: Hardware Malfunction. Production servers are overheating; shutdown required to prevent damage.,Emergency: Hardware Malfunction,Production servers are overheating; shutdown required to prevent damage.,urgent
"System Outage: Immediate Action Required. The main network is down, affecting all departments.",System Outage: Immediate Action Required,"The main network is down, affecting all departments.",urgent
"Security Incident: Firewall Breach. The main network is down, affecting all departments.",Security Incident: Firewall Breach,"The main network is down, affecting all departments.",urgent
Query Regarding Leave Balances. Can you confirm the leave balance for the current year?,Query Regarding Leave Balances,Can you confirm the leave balance for the current year?,not_urgent
System Outage: Immediate Action Required. Production servers are overheating; shutdown required to prevent damage.,System Outage: Immediate Action Required,Production servers are overheating; shutdown required to prevent damage.,urgent
