label,processed_text,priority,urgency
0,Redundant data transfer charges for intra-network communications,low,not_urgent
2,Schedule mishandling in automated job assignment tools,high,urgent
1,Guest Count Resets to Default in Booking Form,medium,not_urgent
0,Volume attachment taking longer than indicated by SLA,low,not_urgent
2,Misalignment of data fields in automated marketing emails,high,urgent
1,Car Rental Pickup Time Resets to Current Time,medium,not_urgent
0,Static IP address allocation not adhering to user specifications,low,not_urgent
2,Unexpected application behavior due to flawed business logic,high,urgent
1,Booking Confirmation Email Missing Total Price,medium,not_urgent
0,Minor security flaws in default VM image templates,low,not_urgent
2,VPN connectivity issues impacting remote workforce productivity,high,urgent
1,Hotel Rating Filter Excludes Top Rated Hotels,medium,not_urgent
0,Network throughput metrics occasionally not recorded,low,not_urgent
2,Batch job failure in data migration tool,high,urgent
1,Broken Links to Travel Insurance Terms and Conditions,medium,not_urgent
0,Billing dashboard showing incomplete cost breakdown,low,not_urgent
2,UI elements overlap in custom ERP modules on tablet devices,high,urgent
1,Misaligned Text on Booking Confirmation Buttons,medium,not_urgent
0,Backup restoration not prioritizing business-critical systems,low,not_urgent
2,Inconsistent report outputs in different departments,high,urgent
1,Outdated Room Availability Data Causes Overbooking,medium,not_urgent
0,Misconfigured auto-healing policies causing unnecessary restarts,low,not_urgent
2,Overlapping features causing confusion in user experience design,high,urgent
1,Unintuitive Scrolling on Flight Times Selection Dropdown,medium,not_urgent
0,Managed database service experiencing slow query logs,low,not_urgent
2,Crash on startup on older Android versions,high,urgent
1,Duplicate Entries in Recently Viewed Trips Section,medium,not_urgent
0,Infrequent updates to cloud compliance documentation,low,not_urgent
2,Intermittent freezing during video playback in app,high,urgent
1,Travel Blog Post Pagination Overlaps Text,medium,not_urgent
0,Cloud service dependency map missing some connections,low,not_urgent
2,GPS location not updating in real-time in navigation feature,high,urgent
1,Text Overflows in Coupon Description on Checkout Page,medium,not_urgent
0,Access review process not covering all cloud services,low,not_urgent
2,Memory leak observed on iOS devices when using the app extensively,high,urgent
0,Orchestration script failing intermittently on valid configurations,low,not_urgent
2,Incorrect layout on high-resolution devices,high,urgent
1,Error Logs Not Capturing Details of Payment Gateway Failures,medium,not_urgent
0,CDN edge caching not refreshing content as per TTL,low,not_urgent
2,Notification sounds not playing on certain phone models,high,urgent
1,Inconsistent Display of Loyalty Program Benefits,medium,not_urgent
0,Resource tagging script skipping over nested assets,low,not_urgent
2,Battery drain issue linked to app's background process,high,urgent
1,Reservation Calendar Shows Dates in Incorrect Format,medium,not_urgent
0,Inaccurate resource reservation forecasts in capacity planning tools,low,not_urgent
2,Photo upload fails intermittently in the social sharing feature,high,urgent
1,Travel Guide PDF Downloads as Corrupted File,medium,not_urgent
0,Instance type recommendations not matching workload profiles,low,not_urgent
2,App hangs when switching from Wi-Fi to cellular data,high,urgent
1,Unexpected Error When Submitting Group Booking Form,medium,not_urgent
0,Compliance scan falsely flagging encrypted resources,low,not_urgent
2,Fingerprint authentication failing sporadically,high,urgent
1,User Reviews Section Does Not Load Older Comments,medium,not_urgent
0,Intermittent failures in cross-account resource sharing,low,not_urgent
2,Unexpected logout issue reported by multiple users,high,urgent
1,Flight Status Updates Delayed on User Dashboard,medium,not_urgent
0,Email alerts for cloud events formatted incorrectly,low,not_urgent
2,Screen orientation bug causing UI elements to overlap,high,urgent
1,Inconsistent Reward Point Deductions on Cancellations,medium,not_urgent
0,Delayed alerts for low disk space on cloud databases,low,not_urgent
2,In-app purchases not completing on first attempt,high,urgent
1,Tour Package Options Misaligned on Smaller Screens,medium,not_urgent
0,Slow performance in cloud directory services queries,low,not_urgent
2,Map view not rendering properly in urban areas,high,urgent
1,Email Field Autofill Incorrectly Populating Phone Number,medium,not_urgent
0,Minor inaccuracies in network topology visualizer,low,not_urgent
2,Persistent crash when accessing the user profile page,high,urgent
1,Lag Detected When Loading High-Resolution Images of Destinations,medium,not_urgent
0,Cloud service router not optimally distributing traffic,low,not_urgent
2,Scrolling lags in product catalog with high image density,high,urgent
1,Inadequate Error Message When Payment Processor Declines Card,medium,not_urgent
0,Function-as-a-Service losing context under high concurrency,low,not_urgent
2,Misaligned text fields in the form on smaller screens,high,urgent
1,Customer Support Chatbot Fails to Recognize Query Keywords,medium,not_urgent
0,Private cloud connectivity setup documentation outdated,low,not_urgent
2,Video recording stops unexpectedly due to app error,high,urgent
1,Hotel Search Does Not Filter Out Fully Booked Dates,medium,not_urgent
0,Managed Kubernetes cluster minor version upgrade inconsistencies,low,not_urgent
2,User unable to disable push notifications from settings,high,urgent
1,Jittery Animation Effects on Promotional Banners,medium,not_urgent
0,Resource cleanup operations not confirming deletion,low,not_urgent
2,Crash when sharing content via social media integration,high,urgent
1,Misconfigured SSL Certificate on Payment Page,medium,not_urgent
0,Cloud desktop environments not saving state across reboots,low,not_urgent
2,Unintended data usage spike due to background syncing error,high,urgent
1,Broken RSS Feed on Travel Updates Page,medium,not_urgent
0,Disaster recovery drill logs not capturing all actions,low,not_urgent
2,Search function returns wrong results when typing quickly,high,urgent
1,Member Exclusive Deals Visible to Non-Members,medium,not_urgent
0,Public cloud endpoint exposing limited operational metrics,low,not_urgent
2,Multi-touch gestures not recognized on certain tablets,high,urgent
1,404 Error on Clicking 'Learn More' in Seasonal Offers Section,medium,not_urgent
0,API documentation lacking examples for complex queries,low,not_urgent
2,App does not respect system accessibility font size settings,high,urgent
1,Text Input Not Sanitized Causing Script Errors in Reviews,medium,not_urgent
0,Inconsistent enforcement of multi-factor authentication,low,not_urgent
2,Color distortion on AMOLED screens,high,urgent
1,Discount Calculation Ignores Child Passengers on Flight Booking,medium,not_urgent
0,Cloud storage retrieval speeds inconsistent during off-peak hours,low,not_urgent
2,Bluetooth connectivity issues disrupting app functions,high,urgent
1,Data Sync Issue Causes Duplicate Notifications,medium,not_urgent
0,Platform-as-a-Service environment missing latest language patches,low,not_urgent
2,Security flaw in storing user credentials locally,high,urgent
1,API Timeout Errors When Booking During Peak Times,medium,not_urgent
0,Cloud cost management tools not incorporating all services,low,not_urgent
2,App incorrectly calculates time zones for events,high,urgent
1,Unclear Instructions for Uploading Travel Documents,medium,not_urgent
0,Inter-service permissions incorrectly allowing broad access,low,not_urgent
2,Voice commands not being recognized in voice-activated features,high,urgent
1,Misleading Icons Used in Reservation Status Indicators,medium,not_urgent
0,Data import tool not supporting all legacy data formats,low,not_urgent
2,Incorrect handling of network timeouts during file downloads,high,urgent
1,Calendar Widget Closes Unexpectedly When Selecting Dates,medium,not_urgent
0,Cloud audit logs not capturing all user management events,low,not_urgent
2,Audio playback not working with external speakers,high,urgent
1,Guest Information Form Does Not Validate Non-ASCII Characters,medium,not_urgent
0,Usage analytics dashboard sporadically crashing on load,low,not_urgent
2,Duplicate entries in contact list synchronization,high,urgent
1,Incorrect Sorting by Price in Upgrades Selection,medium,not_urgent
0,Content delivery network not serving from closest node,low,not_urgent
2,App unexpectedly requests unnecessary permissions,high,urgent
1,Tour Availability Status Flickers Between States,medium,not_urgent
0,Automation script errors not providing enough debug information,low,not_urgent
2,Camera preview freezes in augmented reality feature,high,urgent
1,Inconsistent Capitalization Across Confirmation Dialogs,medium,not_urgent
0,Geo-redundancy not activating promptly during regional outage,low,not_urgent
2,Delayed push notifications affecting user engagement,high,urgent
0,Configuration management tools applying settings non-atomically,low,not_urgent
2,Broken link in the app's help section,high,urgent
1,Route Planner Suggests Unavailable Travel Options,medium,not_urgent
0,Data loss prevention settings not applying to new data types,low,not_urgent
2,Weather widget fails to update in travel app,high,urgent
1,Flashing Elements on Last Minute Deal Alerts,medium,not_urgent
0,Inadequate logging for cloud-based virtual network operations,low,not_urgent
2,Payment gateway timeout during transaction processing,high,urgent
1,Partial Content Loading on Travel Advisory Notices,medium,not_urgent
0,Project management integration with cloud resources clumsy,low,not_urgent
2,Location-based services not functioning in specific regions,high,urgent
1,Modal Dialog Box Does Not Trap Focus on Keyboard Navigation,medium,not_urgent
0,Inconsistent alert thresholds for different cloud services,low,not_urgent
2,Inconsistent UI responsiveness across different OS versions,high,urgent
1,Vouchers Not Honored at Checkout Despite Validity,medium,not_urgent
0,Cluster management tools not reporting some node failures,low,not_urgent
2,Failure to load user avatars in chat application,high,urgent
1,Overlapping Elements in Flight + Hotel Bundle Interface,medium,not_urgent
0,Cloud orchestration tools sporadically misinterpreting templates,low,not_urgent
2,Data corruption when updating app via app store,high,urgent
1,Misleading Loading Indicator on Credit Card Entry Form,medium,not_urgent
0,Inconsistent tagging enforcement causing visibility issues,low,not_urgent
2,Calendar sync issues causing missed appointments,high,urgent
1,Orphan Pages Accessible Through Direct URLs,medium,not_urgent
0,Scheduled scaling actions delayed by cloud watch services,low,not_urgent
2,Inaccurate fitness tracking in health monitoring app,high,urgent
1,Date Picker Allows Selection of Past Dates for Booking,medium,not_urgent
0,Cloud billing API returning outdated rate information,low,not_urgent
2,Missing translations in multilingual support,high,urgent
1,Non-responsive Customer Feedback Form After Submission,medium,not_urgent
0,Data pipeline occasionally dropping rows during transformation,low,not_urgent
2,App bypasses lock screen security on certain devices,high,urgent
1,Price Alert Emails Contain Broken Links to Offers,medium,not_urgent
0,Minor misalignment in data visualization labels,low,not_urgent
2,Corrupted downloads of offline content packs,high,urgent
1,Redundant Form Fields in Mobile App Booking Process,medium,not_urgent
0,Machine learning model training progress bar freezes at 99%,low,not_urgent
2,UI freeze when multitasking with split screen,high,urgent
1,Banner Advertisements Obscure Navigation Links,medium,not_urgent
0,API for fetching dataset metadata returns incomplete headers,low,not_urgent
2,Loss of functionality in widgets after OS update,high,urgent
1,Floating Chat Button Covers Essential Information,medium,not_urgent
0,Jupyter notebook auto-save lags under heavy computation,low,not_urgent
2,App fails to connect to wearable devices intermittently,high,urgent
1,Accessibility Issue: Color Contrast Ratio Below Standard,medium,not_urgent
0,Automated data cleaning function missing edge cases,low,not_urgent
2,User session incorrectly persists after logout,high,urgent
1,User Cannot Cancel Reservation from Mobile App,medium,not_urgent
0,Feature importance plot not scaling correctly on web interface,low,not_urgent
2,Missing push notification for critical updates,high,urgent
1,Password Reset Email Contains Incorrect Instructions,medium,not_urgent
0,Model deployment script intermittently failing due to timeout,low,not_urgent
2,Touch responsiveness poor near screen edges,high,urgent
1,Multi-city Search Interface Confusing for New Users,medium,not_urgent
0,Batch prediction job shows delayed start in the dashboard,low,not_urgent
2,API calls fail when app is resumed from sleep mode,high,urgent
1,Text Clipping on Itinerary Overview for Long Names,medium,not_urgent
0,Spurious correlations appearing in correlation matrix plot,low,not_urgent
2,Misreported app usage statistics in dashboard,high,urgent
1,Untranslated Strings in French Language Version,medium,not_urgent
0,Minor discrepancies in data normalization scaling factors,low,not_urgent
2,In-app browser displaying outdated cache data,high,urgent
1,Chat Window Does Not Support Emoji Input,medium,not_urgent
0,Data ingestion service logging verbose during normal operations,low,not_urgent
2,Lag during live streaming events in sports app,high,urgent
1,Broken Alignment of Filters on the Search Results Page,medium,not_urgent
0,Outdated caching in model prediction API affecting performance,low,not_urgent
2,Incorrect sorting of messages in chat applications,high,urgent
1,Incorrect Placeholder Text in Search Fields,medium,not_urgent
0,Python package dependency warnings during environment setup,low,not_urgent
2,Failure to back up user data to cloud storage,high,urgent
1,Map Markers Not Accurately Placed for Some Hotels,medium,not_urgent
0,Data export function excluding last row in specific conditions,low,not_urgent
2,Payment screen UI glitches causing input errors,high,urgent
1,Misplacement of UI Elements on Profile Edit Page,medium,not_urgent
0,Machine learning dashboard slow to update during peak usage,low,not_urgent
2,Barcode scanner malfunctioning in retail app,high,urgent
1,Inconsistencies in Displayed Prices When Changing Language,medium,not_urgent
0,Reproducibility issue with random seed not setting correctly,low,not_urgent
2,Failure to update content feed in news app,high,urgent
1,Failure to Display Proper Error Message When Upload Fails,medium,not_urgent
0,Tooltip information in plots not always accurate,low,not_urgent
2,Miscalculation in split bill feature in payment app,high,urgent
1,Coupon Codes Case Sensitive When They Should Not Be,medium,not_urgent
0,Minor delay in loading large datasets into the workspace,low,not_urgent
2,Animation stutter in tutorial screens,high,urgent
1,Intermittent Issue With Confirming Reservation Details,medium,not_urgent
0,Data annotation tool occasionally skipping images,low,not_urgent
2,Voice-to-text feature inaccuracies in messaging app,high,urgent
1,Visual Glitch on Scrolling Past Animated Weather Widgets,medium,not_urgent
0,Inconsistent labeling in automated data categorization,low,not_urgent
2,User unable to customize app widgets,high,urgent
1,Link to Privacy Policy Redirects to Homepage,medium,not_urgent
0,User settings reset to default on version upgrade,low,not_urgent
2,App crashes during high network latency conditions,high,urgent
1,Search Functionality Missing Relevant Filters for Accessibility Options,medium,not_urgent
0,API key regeneration feature responding slowly,low,not_urgent
2,Stalled uploads in cloud backup feature,high,urgent
1,Carousel Slides Transition Too Quickly on Features Page,medium,not_urgent
0,Chart download feature rendering low-resolution images,low,not_urgent
2,Security Flaw Exposes User Emails in Travel App,high,urgent
1,Unintuitive Interface for Managing Booking on Tablet Devices,medium,not_urgent
0,Automated model tuning not logging all parameter iterations,low,not_urgent
2,Payment Failure on Checkout Causes Double Charging,high,urgent
1,User Settings Not Persisting Across App Sessions,medium,not_urgent
0,Slow response in data query API under specific filters,low,not_urgent
2,Data Breach Incident Exposing Sensitive Customer Information,high,urgent
1,Occasional App Crash When Accessing Offline Saved Itineraries,medium,not_urgent
0,Model serialization missing non-critical metadata,low,not_urgent
2,App Crashes on Booking Confirmation for Specific Flights,high,urgent
1,Support Contact Form Submits Multiple Times on Double Click,medium,not_urgent
0,Data validation script not covering all date formats,low,not_urgent
2,Total System Outage During Peak Booking Season,high,urgent
1,Survey Completion Status Misreported in User Dashboard,medium,not_urgent
0,Confusion matrix generation tool mislabeling axes occasionally,low,not_urgent
2,Critical Performance Issues Under High Load Conditions,high,urgent
1,Assessment Scores Not Updating in Real Time,medium,not_urgent
0,Text data preprocessing step omitting certain unicode characters,low,not_urgent
2,Failed Data Encryption Leaves Customer Passwords Exposed,high,urgent
1,Warehouse Map Interface Occasionally Unresponsive,medium,not_urgent
0,Model backtesting interface sporadically unresponsive,low,not_urgent
2,Major Discrepancies in Pricing After Recent Update,high,urgent
1,Incorrect Sorting of Inventory Items by Date,medium,not_urgent
0,Delayed updates in displaying new user-added datasets,low,not_urgent
2,Reservation System Allows Double Booking of Single Room,high,urgent
1,Audit Trail Missing Entries for Certain User Actions,medium,not_urgent
0,Feature engineering module producing inconsistent log outputs,low,not_urgent
2,Complete Loss of Functionality in Check-in System,high,urgent
1,Survey Response Export Contains Incorrect Formatting,medium,not_urgent
0,Time series forecasting tool not adjusting for daylight saving,low,not_urgent
2,Database Corruption Causes Irreversible Data Loss,high,urgent
1,Barcode Scanner Interprets Data Incorrectly on Some Codes,medium,not_urgent
0,Data snapshot feature causing minor disruptions in service,low,not_urgent
2,Security Vulnerability in API Allows Unauthorized Access,high,urgent
1,User Notifications Delayed for Completed Assessments,medium,not_urgent
0,Model version comparison tool inaccurately displaying changes,low,not_urgent
2,Mobile App Unable to Handle Concurrent User Bookings,high,urgent
1,Warehouse Item Search Returns Inaccurate Results,medium,not_urgent
0,Cluster analysis tool not marking outliers in some scenarios,low,not_urgent
2,Severe Memory Leak Causes App to Crash on Multiple Devices,high,urgent
1,Assessment Questions Missing from Randomly Generated Tests,medium,not_urgent
0,API for data submission incorrectly handling large files,low,not_urgent
2,Database Locks Up During Concurrent Access by Multiple Users,high,urgent
1,Document Upload Fails Intermittently in Audit Module,medium,not_urgent
0,Memory leak in large-scale data visualization tool,low,not_urgent
2,Faulty Algorithm Prices Tickets Significantly Below Cost,high,urgent
1,Historical Data Charts Not Rendering for Some Metrics,medium,not_urgent
0,Automated reporting tool skipping some sections in output,low,not_urgent
2,Incorrect Implementation of Authentication Mechanism,high,urgent
1,Scheduled Reports Failing to Send to Specified Email Addresses,medium,not_urgent
0,Machine learning model not updating weights intermittently,low,not_urgent
2,Highly Sensitive Data Logged to Unsecured Files,high,urgent
1,User Profile Updates Not Reflected Across Sessions,medium,not_urgent
0,Real-time data streaming service experiencing minor lags,low,not_urgent
2,System Fails to Notify Customers of Flight Cancellations,high,urgent
1,Warehouse Zone Temperature Readings Inaccurate in App,medium,not_urgent
0,Duplicate entries not flagged in certain data upload scenarios,low,not_urgent
2,Critical Slowdown in System Response as User Numbers Increase,high,urgent
1,Discrepancies in Inventory Count During Cycle Counts,medium,not_urgent
0,API documentation not updated with the latest query parameters,low,not_urgent
2,Severe Resource Contention on Database Server,high,urgent
1,Loading Dock Scheduling Conflicts Not Highlighted,medium,not_urgent
0,Interactive data exploration tool crashing with complex queries,low,not_urgent
2,Failure of Backup Systems During Scheduled Maintenance,high,urgent
1,Incomplete Data Synchronization Between Tablets and Desktops,medium,not_urgent
0,Notification system not alerting on completed data processes,low,not_urgent
2,Major Flaw in Credit Card Processing on Secure Pages,high,urgent
1,Survey Logic Fails to Skip Questions Based on Prior Answers,medium,not_urgent
0,Data backup process slower than expected on large datasets,low,not_urgent
2,Misconfiguration Leads to Total Unavailability of Booking System,high,urgent
1,Inconsistent Application of User Role Permissions in Reporting Module,medium,not_urgent
0,Anomaly detection model failing to flag known outliers,low,not_urgent
2,Service Interruption During Cloud Provider Outage,high,urgent
1,Detailed Audit Reports Incomplete in Generated PDFs,medium,not_urgent
0,Predictive maintenance tool not accounting for leap years,low,not_urgent
2,Key Component of Payment Gateway Fails Under Stress Test,high,urgent
1,Intermittent Logout Issues in the Warehouse Management System,medium,not_urgent
0,Data partitioning skewed in distributed computing environment,low,not_urgent
2,Severe Lag in Live Booking Updates Causes Overbooking,high,urgent
1,Feedback Collection Forms Do Not Save Progress,medium,not_urgent
0,Machine learning training job misreporting GPU utilization,low,not_urgent
2,Critical Security Flaw Allows SQL Injection in Booking Form,high,urgent
1,Camera Functionality for Damage Reporting Fails on Older Devices,medium,not_urgent
0,Data augmentation service applying transformations non-uniformly,low,not_urgent
2,Uncaught Exception in Code Causes App to Crash on Launch,high,urgent
1,Recurring Assessment Reminders Not Being Sent to Users,medium,not_urgent
0,Webhook for model training completion sending duplicate messages,low,not_urgent
2,User Account Lockout Due to Faulty Login Attempt Handling,high,urgent
1,Incorrect Data Capture for Time Tracking in Warehouse Operations,medium,not_urgent
0,Collaborative filtering recommending outdated items,low,not_urgent
2,API Endpoint Mishandles Error Causing Data Corruption,high,urgent
1,Inventory Adjustment Records Missing Timestamps,medium,not_urgent
0,Embedded analytics dashboard intermittently showing stale data,low,not_urgent
2,Payment System Error Causes Refund Process to Fail,high,urgent
1,Warehouse Navigation Tools Do Not Update Routes Dynamically,medium,not_urgent
0,Version control system not showing diff for large data files,low,not_urgent
2,Flight Status API Returns Stale Data During Critical Periods,high,urgent
1,Manual Entry Fields Accept Incorrect Data Formats,medium,not_urgent
0,Data synchronization service occasionally dropping connections,low,not_urgent
2,Critical Vulnerability in Encryption Leaves Data Unprotected,high,urgent
1,Stock Replenishment Alerts Not Triggering at Set Thresholds,medium,not_urgent
0,API gateway occasionally returning 504 Gateway Timeout under load,low,not_urgent
2,Zero-Day Exploit Found in Third-Party Library,high,urgent
1,Assessment Results Display Differently on Various Devices,medium,not_urgent
0,Data privacy settings revert to default after update,low,not_urgent
2,System Does Not Recover from Failures Gracefully,high,urgent
1,Survey Participation Metrics Incorrectly Calculated,medium,not_urgent
0,Custom script editor not saving changes intermittently,low,not_urgent
2,Major Issue with Data Integrity in Transaction Logs,high,urgent
1,Delay in Reflecting Updated Audit Checklists,medium,not_urgent
0,Model evaluation metrics dashboard showing incomplete data,low,not_urgent
2,Service Degradation Due to Poorly Managed Server Loads,high,urgent
1,System Does Not Prompt for Review Before Submitting Surveys,medium,not_urgent
0,Data lineage tool occasionally missing lineage links,low,not_urgent
2,High Severity Bug in Third-Party Payment Integration,high,urgent
1,Missing Translations for Several UI Elements in Multilingual Setup,medium,not_urgent
0,Model retraining not triggering on updated data automatically,low,not_urgent
2,Business Logic Error Causes Loss of Data on User Profiles,high,urgent
1,Exported Data from Audit Module Lacks Critical Audit Trail Information,medium,not_urgent
0,Delayed execution of scheduled data processing jobs,low,not_urgent
2,Incorrect Data Handling Causes Loss of Booking Information,high,urgent
1,Warehouse Safety Incident Reports Not Categorizing Correctly,medium,not_urgent
0,Machine learning API intermittently returning error 500,low,not_urgent
2,Severe Degradation of Service When Updating Content Dynamically,high,urgent
1,Mobile App Crashes When Scanning High Volume of Items,medium,not_urgent
0,Data profiling job not identifying all data quality issues,low,not_urgent
2,Critical Issue Prevents Users From Accessing Their Itineraries,high,urgent
1,Survey Questions Display Overlapping Text on Smaller Screens,medium,not_urgent
0,Forecasting model not including weekends in predictions,low,not_urgent
2,Database Outage Causes Massive Delays in Reservation Confirmation,high,urgent
1,Incorrect Archiving of Old Assessments,medium,not_urgent
0,Feature extraction process not handling missing values gracefully,low,not_urgent
2,Major Security Issue with Unpatched Vulnerability in System,high,urgent
1,Data Filters Not Applying on Some Inventory Reports,medium,not_urgent
0,Cloud-based ML environment slow to provision resources,low,not_urgent
2,High Priority Performance Issue Causes App to Freeze,high,urgent
1,Audit Findings Not Linking to Corrective Actions,medium,not_urgent
0,Data-driven alert thresholds not adjusting dynamically,low,not_urgent
2,Critical Booking Error on Popular Routes Causes Financial Loss,high,urgent
1,Customizable Fields in Survey Forms Resetting Unexpectedly,medium,not_urgent
0,Automated feature selector ignoring user-specified exclusions,low,not_urgent
2,Failure of Essential Communication Services During Transactions,high,urgent
1,Failure to Load Images in Warehouse Layout Viewer,medium,not_urgent
0,Bulk data loader not reporting progress accurately,low,not_urgent
2,Major API Endpoint Failure Disrupts Mobile App Functionality,high,urgent
1,Performance Lag Noticed in Data Entry During Peak Hours,medium,not_urgent
0,Interactive query tool not highlighting syntax errors,low,not_urgent
2,Incorrect Server Configuration Leads to Major Data Loss,high,urgent
1,Error Messages Not Specific Enough for Troubleshooting,medium,not_urgent
0,Data catalog not updating tags in real-time,low,not_urgent
2,Unresolved System Error Causes Misrouting of Customer Payments,high,urgent
1,Survey Conditional Logic Working Intermittently on Mobile,medium,not_urgent
0,Dashboard filters not persisting across user sessions,low,not_urgent
2,Key System Component Fails to Load During High Traffic Period,high,urgent
1,Warehouse Dashboard Fails to Refresh Automatically,medium,not_urgent
0,ML model inference latency higher than benchmarks,low,not_urgent
2,Critical Bug in Loyalty Points Calculation Misleads Customers,high,urgent
1,Assessment Module Overwrites User Scores on Re-attempt,medium,not_urgent
0,Version rollback feature not restoring all data,low,not_urgent
2,Server Overload Causes Critical Disruption During Holiday Season,high,urgent
1,Multi-factor Authentication Setup Failing for New Users,medium,not_urgent
0,Predictive model not recalibrating after critical updates,low,not_urgent
2,Severe Flaw in UI Design Prevents Check-out Completion,high,urgent
1,Audit Scheduling Calendar Does Not Reflect Real-time Availability,medium,not_urgent
0,Unsupervised learning model clustering inconsistently across runs,low,not_urgent
2,Payment Confirmation Process Fails Repeatedly for High-Value Bookings,high,urgent
1,Incorrect Unit of Measure Conversion in Inventory,medium,not_urgent
0,API rate limiting not applying uniformly to all endpoints,low,not_urgent
2,Critical Errors in Mobile Syncing Lead to Data Inconsistency,high,urgent
1,Redundant Data Entry Required in Different Modules,medium,not_urgent
0,User-defined function in data pipeline failing silently,low,not_urgent
2,Backend Service Fails Catastrophically Under Specific Conditions,high,urgent
1,GPS Location Tagging Inaccurate in Warehouse Environment,medium,not_urgent
0,Automated schema detection misclassifying rare data types,low,not_urgent
2,Critical Booking Engine Error During High Volume Sales Event,high,urgent
1,Mismatched Asset Tags and Records in System,medium,not_urgent
0,Resource allocation for ML jobs not optimizing correctly,low,not_urgent
2,Substantial Performance Bottleneck in New Software Release,high,urgent
1,Data Import Tool Stalls with Large CSV Files,medium,not_urgent
0,Neural network visualization tool missing activation layers,low,not_urgent
2,High Priority Security Flaw in Multi-Factor Authentication Process,high,urgent
1,Changes to Warehouse Layout Not Updated in Real Time,medium,not_urgent
0,Data export to CSV including unwanted quotation marks,low,not_urgent
2,Data Handling Error Causes Major Disruption in User Experience,high,urgent
1,Assessment Scoring Algorithm Producing Inconsistent Results,medium,not_urgent
0,Outlier detection algorithm not updating with new data,low,not_urgent
2,System Crash During Data Migration Results in Loss of User Data,high,urgent
1,Difficulty in Tracking Survey Response Rates,medium,not_urgent
0,Notification for model drift detection delayed,low,not_urgent
2,Critical API Failure Prevents Access to Essential Services,high,urgent
1,Mobile Notifications for New Audits Not Consistent,medium,not_urgent
0,API for dataset download intermittently unavailable,low,not_urgent
2,Major Issue in Rollout of New Features Causes System Instability,high,urgent
1,Search Functionality in Audit Documentation Lacks Precision,medium,not_urgent
0,Feature toggles in dashboard not reflecting current state,low,not_urgent
2,Key Functional Module Fails Compliance with Data Protection Laws,high,urgent
1,Warehouse Staff Receiving Incomplete Task Lists,medium,not_urgent
0,Machine learning pipeline logs not capturing all steps,low,not_urgent
2,Severe Performance Issue on Main Booking Page,high,urgent
1,Graphical Representation of Data Misleading in Monthly Reports,medium,not_urgent
0,Data anonymization missing non-standard personal identifiers,low,not_urgent
2,High Priority Bug Causes Misalignment in Pricing Algorithm,high,urgent
1,Assessment Feedback Form Times Out Before Completion,medium,not_urgent
0,Chart axis labels overlapping in exported reports,low,not_urgent
2,Critical Security Breach in Vendor Payment Portal,high,urgent
1,Survey Response Analysis Tool Missing Key Analytics Features,medium,not_urgent
0,Model comparison tool not supporting multiple metrics,low,not_urgent
2,Massive Data Leak Following Routine System Update,high,urgent
1,Disorganized File Management System Slows Down Document Retrieval,medium,not_urgent
0,Job scheduler executing tasks outside specified windows,low,not_urgent
2,High-Risk Security Vulnerability Detected in Recent Audit,high,urgent
1,API Responses Delayed in Warehouse Stock Management Interface,medium,not_urgent
0,Document parsing tool missing text near document margins,low,not_urgent
2,Severe Resource Allocation Error Leads to System Downtime,high,urgent
1,Audit Logs Do Not Record All Required User Actions,medium,not_urgent
0,Data ingestion not verifying checksums for file integrity,low,not_urgent
2,Massive Failure in Rollback Mechanism During Update,high,urgent
1,Database Query Performance Suboptimal on Inventory Queries,medium,not_urgent
0,User collaboration feature not syncing annotations in real time,low,not_urgent
2,Critical Security Breach in Warehouse Management System,high,urgent
1,Inconsistent Enforcement of Security Policies Across Modules,medium,not_urgent
0,Scheduled report generation missing last hour's data,low,not_urgent
2,Data Loss in Audit Records After System Update,high,urgent
1,User Interface Does Not Clearly Indicate Mandatory Fields,medium,not_urgent
0,Data scrubbing tool not logging actions,low,not_urgent
2,Complete System Freeze During Inventory Reconciliation,high,urgent
1,Warehouse Slots Allocation System Occasionally Assigning Duplicates,medium,not_urgent
0,Training dataset auto-splitter skewing class distribution,low,not_urgent
2,Major Disruption in Survey Data Collection Due to Server Failure,high,urgent
1,User Access Control Fails to Update Immediately,medium,not_urgent
0,API for fetching algorithm performance metrics sporadically down,low,not_urgent
2,High Risk of Data Corruption in Assessment Results Database,high,urgent
1,Lack of Proper Validation in Data Export Functions,medium,not_urgent
0,ML model not adhering to newly updated regulatory requirements,low,not_urgent
2,Severe Performance Degradation Affecting All Warehouse Terminals,high,urgent
1,Communication Gaps in Automated Emails from Survey Module,medium,not_urgent
0,Data merge function creating duplicates under rare conditions,low,not_urgent
2,Critical Failure in Backup System During Data Archiving,high,urgent
1,Warehouse Receiving Log Missing Entry Time Filter,medium,not_urgent
0,Real-time dashboard flickering when updating certain metrics,low,not_urgent
2,Complete Lockout of Users from Survey Module,high,urgent
1,Audit Module Does Not Support Attachments in Some Sections,medium,not_urgent
0,Bulk API operations not batching correctly under high load,low,not_urgent
2,Significant Risk of Unauthorized Access in Audit Trail,high,urgent
1,Inadequate Configuration Options for Assessment Weighting,medium,not_urgent
0,Data import tool not supporting latest Excel file versions,low,not_urgent
2,Survey Data Exposed to Third Party Due to API Vulnerability,high,urgent
1,Warehouse Operational Reports Do Not Match Actual Data,medium,not_urgent
0,Security settings not enforcing two-factor authentication properly,low,not_urgent
